Timestamp,Você está de acordo?,Como ficou sabendo desta pesquisa/censo?,"Em relação ao seu gênero, como você se identifica?",Qual a sua data de nascimento?,Você já sofreu alguma discriminação ou teve alguma dificuldade por conta da sua faixa etária?,"Caso sim, você poderia comentar sobre?",Estado civil:,"De acordo com os critérios do IBGE, qual é a sua cor/raça?","Considerando questões relacionadas à raça, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você possui filhos?,Quantos filhos você possui?,Qual a data de nascimento do seu filho mais novo? ,Você já deixou de ir a algum evento por não ter com quem deixar a sua filha/filho?,"Considerando questões relacionadas à maternidade, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você possui algum tipo de deficiência?,Qual(is) tipo(s) de deficiência(s) você possui?,Você já deixou de ir a algum evento por falta de acessibilidade do ambiente?,"Considerando questões relacionadas ao universo PcD, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você pertence ao grupo LGBT+?,Você já deixou de ir a algum evento por ambiente não inclusivo/ discriminatório?,"Considerando questões relacionadas ao universo LGBT+, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?","Você faz parte de algum grupo sub-representado na área de tecnologia, que não foi citado? Caso sim, qual?",Você possui alguma restrição alimentar?,Qual (s) restrição (s) você possui?,Sua restrição se encaixa em algum (s) do (s) grupo (s) descrito (s) abaixo?,Você teria alguma sugestão para os coffee breaks dos eventos das R-Ladies?,Você se sente representada pelas R-Ladies?,"Considerando a soma da renda de todos os membros que contribuem com as despesas da sua casa, em qual das faixas abaixo a renda mensal bruta da sua casa se encaixa? ",Quantas pessoas contribuem para essa renda? ,Quantas pessoas vivem a partir dessa renda? ,Onde você mora atualmente:,Qual é a sua escolaridade?,"Em que ano você obteve, ou irá obter, o título mencionado na pergunta anterior?",Qual a sua área de formação/estudo (considerando o grau máximo que você estudou)?,Atualmente você está estudando?,Qual(is) da(s) opção(s) abaixo melhor descreve(m) seu vínculo de trabalho atual?,Qual das opções abaixo melhor descreve o seu perfil atual?,Qual o nome da sua ocupação atual?,Você está em processo de mudança de área?,Você tem como levar um notebook para um evento das R-Ladies?,"Se você tiver um notebook, qual(is) é(são) o(s) sistema(s) operacional(is) dele?",Qual o seu conhecimento em lógica de programação? ,Qual o seu conhecimento na linguagem R? ,Você já utilizou alguma das bibliotecas listadas abaixo? ,Você sabe programar (linhas de código) em alguma linguagem de programação que não o R? ,"Se sim, quais?",Qual o seu conhecimento em Git/Github/Gitlab?,Como ficou sabendo das R-Ladies - São Paulo?,Você participa de outras comunidades de tecnologia?,"Se sim, qual (s)?",Você já foi a um evento das R-Ladies?,"Considerando as opções abaixo, quais são suas preferências em relação aos dias/horários de eventos das R-Ladies? ",Por qual(is) formato(s) de evento das R-Ladies São Paulo você tem preferência?,Quais temas você gostaria de ver nos próximos eventos das R-Ladies São Paulo?,Gostaria de deixar uma mensagem para as R-Ladies?,Uma última pergunta: você teria interesse em ajudar as R-Ladies São Paulo?
2/10/2020 10:06:46,Sim,Indicação de amiga (o),Mulher (cis ou trans),9/28/1985,Não,,União estável,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,2,2,São Paulo Capital / Centro,Superior Completo,2009,Ciências Biológicas,Não,Trabalho formalmente (CLT),Pleno,Técnica de laboratório.,Sim,Sim,Windows,1,1,,Não,,1,Indicação de uma amiga,Não,,Sim,"Sábado, dia inteiro, Domingo","Workshop (dia inteiro), Mentoria, Networking / acolhimento",,Apenas gostaria de agradecer às R-Ladies pelo tempo que vocês disponibilizam para esses encontros maravilhosos de muito aprendizado. Eu nunca senti um ambiente tão acolhedor em qualquer outro treinamento que eu tenha ido. Vocês são especiais. Vida longa à essa comunidade tão especial. Muita gratidão.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 10:34:15,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),12/27/1994,Sim,,União estável,Branca,,Não,,,,,Não,,,,Não,,,,Sim,Intolerância a lactose,alergias ou intolerâncias,Opções sem queijo ou leite,Sim,De 1 a 2 salários mínimos,2,4,Cidade fora da Grande São Paulo (interior ou litoral),Mestrado (Stricto Sensu) Incompleta,2020,Ciências Biológicas,Sim,Trabalho informalmente,Estudante de pós-graduação,mestranda em ecologia e biodiversidade,"Não, mas gostaria",Sim,Windows,2,3,"cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, ggplot2 / plotly",Não,,2,Meetup,Não,,Não,"Sábado, dia inteiro","Workshop (dia inteiro), Mentoria",,,"Não, obrigada"
2/10/2020 10:51:04,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),9/28/1996,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,De 2 a 4 salários mínimos,1,3,São Paulo Região Metropolitana / Grande São Paulo,Superior Completo,2019,Bacharela em Ciências e Humanidades,Sim,Trabalho formalmente (CLT),Júnior,Business Intelligence Assistant,Sim,Sim,Windows,4,2,,Sim,"Java, Minitab / Matlab, Python, SPSS, SQL, VBA",1,Indicação de uma amiga,Sim,Py Ladies,Não,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 11:17:21,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),7/1/1990,Sim,Não ter minhas contribuições levadas a sério,União estável,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 10 a 15 salários mínimos,2,2,São Paulo Capital / Zona Sul,Doutorado/Pós-doutorado Completo,2019,Psicologia/Psicometria,Não,Trabalho formalmente (CLT),Sênior/especialista,Gerente de Projetos em Psicometria,"Não, e não quero",Sim,Windows,4,5,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, tidymodels / modelr / broom",Sim,"Python, SPSS, Mplus",2,Meetup,Sim,"People Analytics, Nubank Data Science",Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Networking / acolhimento","Machine learning, Big data, Shiny, Procedimentos estatísticos",adorei participar dos encontros e sempre me sinto muito confortável em aprender com vocês :),"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 11:33:29,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),10/7/1983,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Completo,2019,Sociologia,Não,Trabalho como autônomo (MEI/PJ),ONG,assessora técnica e política,"Não, mas gostaria",Sim,Linux,3,3,"DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor",Não,,1,Indicação de uma amiga,Não,,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas)",Raspagem de dados web,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 11:45:54,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),2/28/1995,Não,,Solteira,Branca,Divulgar em grupos de inclusão,Não,,,,,Não,,,,Não,,,,Sim,Intolerância a lactose,alergias ou intolerâncias,Opções veganas,Sim,De 4 a 6 salários mínimos,3,3,São Paulo Região Metropolitana / Grande São Paulo,Superior Completo,2017,Ciências Sociais,Não,Trabalho formalmente (CLT),Pleno,Market Researcher,"Não, e não quero",Sim,Windows,3,2,dplyr / tidyr / tidyverse / janitor,Não,,1,Meetup,Sim,"Cloud Girls, O needzao",Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Mentoria",R para Ciência de Dados,Parabéns pela iniciativa ;),"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 12:09:30,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),12/8/1974,Sim,"No início do curso de Geoprocessamento e até hoje, eu venho buscando cursos gratuitos na área de tecnologia, a estação Hack limita a inscrição logo no primeiro passo por idade. Não é só essa organização apoiada por grandes empresas. Quase todas limitam o acesso pela idade. A ONU, independente das atividades, limitam idade em programas de treinamento e trabalho. Em programas de estágio e trainee no setor bancário como o Itaú, Bradesco e etc limitam a participação por idade e lá na frente do processo eliminam a ""diversidade"" pelo nível de inglês ou classificações subjetivas. Então, a empregabilidade e acesso se torna uma farsa. ",Solteira,Preta,"Bom... para serem mais inclusivas teríamos que sair das zonas de conforto como lugares de realização e forma de divulgação. Eu quero dizer chegar nos bairros de áreas afastadas e se aproximar de associações sérias (sem cobertura de vereadores), escolas municipais e estaduais (através das diretoras), porém tudo requer recurso para enfrentar os custos. Ou conseguir que faculdades particulares e públicas próximas de comunidades cedam salas, wifi e computadores para realização e que permitam que nós possamos convidar os alunos e que eles divulguem essa iniciativa. Vocês R-Ladies é um dos raríssimos grupos que eu procurei e participo que preocupam com o seu integrante esteja trabalha, tenha condições de participar. Isso é raro! Gratidão.",Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,3,Cidade fora da Grande São Paulo (interior ou litoral),Pós Graduação (Lato Sensu) Completa,2009,"Termino em 2020 o curso na Fatec Jacareí de Geoprocessamento, Economia, Contabilidade e pós-graduada em Controladoria.",Sim,"Estou desempregada, mas já trabalhei, Bolsista CNPQ-Fatec - nível tecnóloga",Pleno,Analista Contábil (última em 2015),Sim,Sim,Windows,2,2,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, sf / ggsn / leaflet / viridis, tensorflow / keras",Não,,2,Eventos,Sim,"R-ladies, Pyladies",Sim,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","atividades práticas, laboratoriais - diz tudo e mentora.","Utilização de dados oficiais, relação de análise espacial (clusters, vizinhança - Geoestatistica). R ",Eu amo vocês. E espero aprender e retribuir com o que estou estudando em geoprocessamento.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 12:18:37,Sim,Indicação de amiga (o),Mulher (cis ou trans),2/7/1997,Não,,Solteira,Branca,"Se preocupar em divulgar e fazer ações afirmativas para garantir o acesso, a formação e mais oportunidades de empregos para pessoas pretas, por exemplo entrando em contato com coletivos negros para divulgar o grupo.",Não,,,,,Não,,,,Sim,Sim,,Pessoas pobres/ moradores de periferia,Não,,,,Sim,De 1 a 2 salários mínimos,1,3,São Paulo Região Metropolitana / Grande São Paulo,Superior Incompleto,2021,Geografia,Sim,"Estou desempregada, mas já trabalhei",Estudante de graduação,Estudante de Geografia,Sim,Não,,2,2,,Sim,"Python, SQL",2,Indicação de uma amiga,Sim,PyLadies,Não,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 13:14:47,Sim,Na própria aula de Introdução ao R,Não-binário,12/7/1993,Não,,Solteira,Parda,Talvez tentanto promover palestras em regiões mais afastadas.,Não,,,,,Não,,,,Sim,Sim,"Acho que já conseguem ser bastante inclusivas para o universo LGBT+ apenas por terem esse caráter de inclusão e tudo mais. Mesmo porque esse universo está permeado na internet/rede sociais. Acho que em relação a raça, como sugeri, é mais complicado por termos um país com racismo estrutural forte, como vocês sabem bem. Portanto, chegar no público territorialmente marginalizado é o mais difícil.",Infelizmente não. ,Não,,,,Sim,De 4 a 6 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Ensino Médio Completo,2011,Arquitetura e Urbanismo,Sim,Servidora Pública,Estudante de graduação,Designer,Sim,Sim,Windows,3,2,tidymodels / modelr / broom,Sim,"Javascript, Python",2,Indicação de uma amiga,Não,,Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Networking / acolhimento",Visualização de Dados,"Me senti extremamente acolhida e isso foi fundamental pro meu aprendizado. Obrigada por tudo, ladies.","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 14:06:55,Sim,Redes Sociais das R-Ladies,Mulher (cis ou trans),4/29/1992,Sim,Por não completar a universidade no tempo esperado da sociedade já sofri discriminação com relação a minha idade e não ter uma formação mais nova.,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Sim,Tolerância Lactose,alergias ou intolerâncias,,Sim,De 1 a 2 salários mínimos,1,1,São Paulo Capital / Zona Leste,Superior Completo,2019,Engenharia de Produção,Não,"Estou desempregada, mas já trabalhei",Júnior,Cientista de dados,Sim,Sim,MacOS,4,1,dplyr / tidyr / tidyverse / janitor,Sim,"Javascript, Python",3,Meetup,Sim,"PyLadies, Nerdzão",Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro",Workshop (dia inteiro),Nível intermediária a avançado em R,Comunidade muito acolhedora e meninas sensacionais,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 14:25:38,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),12/8/1989,Não,,União estável,Parda,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,1,2,São Paulo Região Metropolitana / Grande São Paulo,Superior Incompleto,2020,Administração,Sim,"Trabalho informalmente, Estou desempregada, mas já trabalhei",Júnior,Estudante de administração,Sim,Sim,Windows,3,3,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly",Sim,"SQL, VBA",2,Indicação de um amigo,Não,,Sim,"Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período)","Mercado de trabalho, usos do R no dia a dia do trabalho (algo prático, talvez)",Vocês são maravilhosas! Continuem desempenhando esse trabalho social incrível!,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 14:32:21,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),7/2/1988,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,5,São Paulo Região Metropolitana / Grande São Paulo,Pós Graduação (Lato Sensu) Incompleta,2020,Ciências Sociais,Sim,Trabalho formalmente (CLT),Pleno,Supervisora de tecnologias educacionais,"Não, mas gostaria",Sim,Windows,2,2,dplyr / tidyr / tidyverse / janitor,Sim,"SPSS, VBA",2,Eventos,Não,,Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",,O meetup foi perfeito!,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 14:35:08,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),3/6/1996,Sim,Por ser jovem e ter já pós graduação muitas vezes o eu conhecimento e maturidade é colocado em jogo e às vezes causando certa dúvida por parte das pessoas. Não acreditam que jovens tbm podem focar nos seus estudos e trilhar um caminho. ,Solteira,Branca,,Não,,,,,Não,,,,Sim,Sim,"Palestras que abordem mais sobre o assunto e a área corporativa, educacional e afins. ",,Sim,Sou alérgica a camarão e frutos do mar. ,alergias ou intolerâncias,Acredito que colocar algumas coisas que devem ter para incluir mais as necessidades de todas. ,Sim,De 2 a 4 salários mínimos,1,4,São Paulo Capital / Zona Norte,Pós Graduação (Lato Sensu) Completa,2020,Pós graduação em MBA em Marketing,Sim,Trabalho formalmente (CLT),Pleno,Tutora EAD,Sim,Sim,Windows,3,2,bookdown / blogdown / pagedown,Sim,Python,3,Indicação de um amigo,Sim,"Data Hackers, Le Wagon, ",Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde","Workshop (dia inteiro), Workshop (meio período), Mentoria","Criação de gráficos com R, aula apenas de testes, criar um projeto meno em R",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 14:59:19,Sim,Redes Sociais das R-Ladies,Não-binário,3/10/1992,Não,,União estável,Parda,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,De 2 a 4 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Mestrado (Stricto Sensu) Completo,2017,Ciências Biológicas,Sim,Trabalho informalmente,Estudante de pós-graduação,Doutoranda.,"Não, e não quero",Sim,Windows,3,3,"cluster / factorextra / FactoMineR / mvpart, ggplot2 / plotly",Não,,1,Instagram.,Não,,Não,"Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","Iniciando programação para dummies, estatística inferencial e estatística espacial.",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 15:43:58,Sim,Ajudei a montar o censo,Mulher (cis ou trans),6/9/1982,Não,,Solteira,Branca,Tentar achar mais palestrantes negras para participar dos meetups.,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,1,1,São Paulo Capital / Zona Oeste,Pós Graduação (Lato Sensu) Completa,2009,jornalismo,Sim,Trabalho formalmente (CLT),Sênior/especialista,produtora de reportagem com dados,"Não, e não quero",Sim,"MacOS, Windows",2,3,"data.table / Rcpp / parallel / vroom, dplyr / tidyr / tidyverse / janitor",Sim,SQL,2,Outras comunidades,Sim,ddj-ladies e ddj-br,Sim,"Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período)",webscraping,Tenho orgulho de fazer parte desse grupo!,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 16:44:28,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),1/4/1991,Não,,Solteira,Branca,Parcerias com grupos dedicados à inclusão de minorias para divulgar os encontros,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,1,1,São Paulo Capital / Zona Oeste,Superior Completo,2014,Jornalismo,Não,Trabalho formalmente (CLT),Pleno,Editora de texto e vídeo,Sim,Sim,MacOS,1,2,dplyr / tidyr / tidyverse / janitor,Não,,1,Indicação de uma amiga,Não,,Sim,"Durante a semana (seg a sex), durante o dia, Sábado, dia inteiro, Domingo","Workshop (meio período), Mentoria",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 16:58:08,Sim,Redes Sociais das R-Ladies,Mulher (cis ou trans),3/1/1991,Não,,Solteira,Parda,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 2 a 4 salários mínimos,1,1,São Paulo Capital / Zona Oeste,Superior Completo,2019,Matemática,Sim,Trabalho formalmente (CLT),Júnior,Cientista de Dados,"Não, e não quero",Sim,Windows,4,4,"bookdown / blogdown / pagedown, caret / h2o / mlr / parsnip / recipes, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, knit / rmarkdown, shiny / flexdashboard, slidify / xaringan, purrr / rlist",Sim,"LateX, Python, SQL",3,Facebook,Não,,Sim,"Sábado, dia inteiro","Workshop (meio período), Palestras curtas (evento de até 2 horas), Networking / acolhimento",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 17:01:38,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),11/23/1983,Não,,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,1,2,São Paulo Capital / Centro,Mestrado (Stricto Sensu) Completo,2018,Mestrado em Ciências da Comunicação,Não,"Estou desempregada, mas já trabalhei",Professora(o) / Pesquisadora(o),Desempregada ,Sim,Sim,Windows,3,2,,Sim,"C/C++, Javascript, Python",3,Eventos,Sim,"Pyladies, Django Girls",Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento, Oficina ",Básico R,"Tenho aprendido muito com as R-Ladies São Paulo. Aprendo sobre R, sobre questões de gênero, empatia, trabalho colaborativo e respeito. ","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 17:02:05,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),8/31/1989,Não,,Solteira,Branca,Tentando parcerias com comunidades relacionadas a racas,Não,,,,,Não,,,,Sim,Sim,Tentando parcerias com comunidades LGBT+,nao,Não,,,,Sim,De 6 a 10 salários mínimos,2,2,São Paulo Capital / Zona Norte,Pós Graduação (Lato Sensu) Completa,2019,Ciências atuariais,Não,Trabalho formalmente (CLT),Júnior,Cientista de Dados,"Não, e não quero",Sim,Windows,3,3,"caret / h2o / mlr / parsnip / recipes, DBI / odbc / haven / openxlsx / xlsx, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, ggplot2 / plotly, knit / rmarkdown, purrr / rlist, tidymodels / modelr / broom",Sim,"Python, SAS, SQL",3,Meetup,Sim,Pyladies SP,Sim,"Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 17:07:58,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),2/15/1993,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Não,"Acho que a R-Ladies deixa a impressão de que é algo apenas para mulheres. Poderia trabalhar de forma a parecer mais receptivo para não-mulheres e que fazem parte de grupos sub-representados (ex. homens trans, não-bináries). ",,Sim,ovolactovegetarianismo,ovolactovegetarianismo,"Ter coffee breaks com opções para pessoas com restrições alimentares, usar identificação nas comidas (se é algo que intolerantes à lactose pode comer, etc)",Sim,De 2 a 4 salários mínimos,1,1,São Paulo Capital / Zona Sul,Doutorado/Pós-doutorado Incompleto,2022,Gestão Ambiental,Sim,Bolsista,Estudante de pós-graduação,Doutoranda em Ciência Ambiental,"Não, mas gostaria",Sim,Windows,3,4,"bookdown / blogdown / pagedown, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, sf / ggsn / leaflet / viridis, shiny / flexdashboard, slidify / xaringan, purrr / rlist",Sim,Python,3,Meetup,Sim,PyLadies São Paulo,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","Machine Learning, Estatística com R",<3,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 17:17:10,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),3/20/2020,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,1,3,São Paulo Capital / Zona Sul,Pós Graduação (Lato Sensu) Completa,2014,,Sim,Trabalho formalmente (CLT),Sênior/especialista,Consultor de BI,"Não, e não quero",Sim,Windows,5,2,ggplot2 / plotly,Sim,SQL,2,Indicação de uma amiga,Sim,Pyladies,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas)","Análise de Dados, interpretação de gráficos, estatística no R, Machine learning no R",Amo vocês,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 23:13:56,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),3/23/1984,Sim,,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,2,São Paulo Capital / Zona Sul,Pós Graduação (Lato Sensu) Completa,2013,Comunicação,Sim,"Trabalho formalmente (CLT), Trabalho como autônomo (MEI/PJ)",Sênior/especialista,Analista de Performance Digital,Sim,Sim,"MacOS, Windows",3,2,"data.table / Rcpp / parallel / vroom, ggplot2 / plotly",Sim,HTML,2,Meetup,Sim,Bluetalks,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria","análise de performance de dados, dashboard",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 23:42:58,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),10/14/1987,Não,,Solteira,Preta,"Mais divulgação para galera negra
",Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,2,São Paulo Capital / Zona Sul,Superior Completo,2009,Administradora de empresas ,Não,Trabalho como autônomo (MEI/PJ),Pleno,Compradora,"Não, mas gostaria",Sim,Windows,1,1,,Não,,1,Indicação de uma amiga,Não,,Sim,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro",,,"Maravilhosas, por favor, façam mais eventos. ","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/11/2020 8:58:53,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),6/3/1985,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Não,,,Não,,,,Prefiro não responder,De 6 a 10 salários mínimos,1,2,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Incompleto,2021,ciências biológicas,Sim,Trabalho formalmente (CLT),Estudante de pós-graduação,especialista em laboratório,"Não, e não quero",Sim,MacOS,4,5,"bookdown / blogdown / pagedown, data.table / Rcpp / parallel / vroom, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, knit / rmarkdown, sf / ggsn / leaflet / viridis, purrr / rlist, tidymodels / modelr / broom",Não,,5,Meetup,Não,,Não,"Sábado, dia inteiro",Workshop (dia inteiro),"análises de dados espaciais, modelos lineares generalizados, análises de séries temporais",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
